,banco,fecha,texto,src,rt,fav,palabras,country,type,place,desde,sigue_a,lo_siguen
29,bbva,2020-10-18 06:21:47,"4siglos de evolución estructural y revolución técnica marca y mercado para la arquitectura y edificación y 4siglos de evolución de las cadenas productivas en 4innovacion,Financiacion y capitalizacion. CEO DavidGarciaG_OR 🍐✌️ bbva Bankia   https://t.co/JexzFXVK5c",Twitter for Android,3,0,,,,,2015-09-17 09:40:21,2,2780
31,bbva,2020-10-18 06:21:09,"paolobenza Igual con BBVA, lo pedí 3 veces , a la tercera tuve que acercarme al banco a preguntar si aplicaba , recién me dijeron que no , luego de tener todos los fondos en ese banco , se me rompió el corazón porque voy a tener que declarar mi empresa insolvente 😢😢",Twitter Web App,4,0,banco,,,,2011-06-16 02:52:39,1272,418
32,bbva,2020-10-18 06:20:15,"paolobenza Soy microempresario, tenemos una cuenta bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectorista en 2 oportunidades y fueron denegadas a pesar de cumplir con los requisitos, pedí las razones y en vez de respuestas me ofrecieron otro productos de capital de trabajo. https://t.co/gkPS6WS1Po",Twitter Web App,23,0,"cuenta,respuesta",,,,2011-06-16 02:52:39,1272,418
33,bbva,2020-10-18 06:19:56,"paolobenza nando360 Me pasó en BBVA: Finanzas de la empresa limpias, sin deuda, apto según Sunat e hice 4 solicitudes sin respuesta.  Cuando fui a plataforma me dijeron que “solo otorgaban Crédito Reactiva si tenía deuda previa para así refinanciarla, que si quería, podía acceder a crédito regular”.",Twitter Web App,10,0,respuesta,,,,2011-06-16 02:52:39,1272,418
36,bbva,2020-10-18 06:16:05,"En una ida a una sucursal BBVA, mi compa de trabajo se hecho del antibacterial y esa porquería olía a ZORRILLO, casi nos vomitamos. 🤮 https://t.co/RLzQd8u5mx",Twitter for Android,0,0,sucursal,,,,2018-02-03 23:38:05,1046,252
38,bbva,2020-10-18 06:12:53,Confidencial!!! auronplay establece red de oficinas en Turquía y supera en número a caixabank y bbva juntas. https://t.co/t3Ec9Nsweo,Twitter for Android,0,0,,,,,2018-06-21 17:45:09,153,23
39,bbva,2020-10-18 06:11:13,«Apoyos» de BBVA durante la pandemia le costaron 15 millones de pesos a una familia https://t.co/zSfGR32GAe a través de contrapesoC,Twitter Web App,0,0,pandemia,,,,2014-02-22 20:27:52,195,204
46,bbva,2020-10-18 06:03:37,"¿Nos echan una garrita para el tratamiento de Pawa?  Los donativos se reciben en la💳 número 4152 3134 4097 6046, a nombre de Israel Alonso Najera (es de BBVA_Mex).   Aquí la publicación original: https://t.co/k4VWGe7FuZ https://t.co/hPqNGhkh4O",Twitter for iPhone,30,0,,,,,2013-02-11 00:46:51,164,193
49,bbva,2020-10-18 06:02:27,"Hacia la avenida y me pase por detrás del puesto que está en la esquina, tomen precauciones quienes van al cajero de BBVA o Banamex de la zona",Twitter for Android,6,0,,,,,2017-05-17 15:28:18,357,73
50,bbva,2020-10-18 06:02:01,¡Ay Malcorra! Gudiño ataja el penal | Chivas 2-0 Atlas | Guard1anes 2020 Liga BBVA MX - J14 | TUDN https://t.co/nhYfcT6pTE,dlvr.it,0,0,,,,,2010-03-04 03:53:42,45,106
52,bbva,2020-10-18 05:54:56,BBVA_Mex hola buenas noches quiero saber por qué motivo me incrementaron el pago de mi mensualidad este mes o aquello de debe donde puedo tener esa información,Twitter for Android,0,0,pago,,,,2020-05-15 16:29:28,0,0
53,bbva,2020-10-18 05:48:23,"Mi mamá: Encontré mi tarjeta, estaba en el 3b (bbb) Yo: En el BBVA? Mamá: no, el en el bbb  Yo: En el BBVA?  Mamá:  Yo:",Twitter for Android,0,0,tarjeta,,,,2016-01-23 19:30:13,65,18
54,bbva,2020-10-18 05:40:33,BBVA da a sus empleados el control de su formación con un sistema basado en ‘tokens’ https://t.co/QQKowZfvx1 blockchain elearning,Twitter for Android,0,0,token,,,,2009-12-02 15:10:28,270,270
55,bbva,2020-10-18 05:38:23,morbobson El de enmedio está guapísimo trabaja en BBVA me encanta verlo,Twitter for Android,0,1,,,,,2014-01-25 01:41:42,736,490
56,bbva,2020-10-18 05:37:00,cuando van a quitar todos los ambulantes de Matias Romero  entre universidad y Pitágoras es un asco dan pésimo aspecto al banco  a parte ahí se esconden delincuentes es un peligro para los clientesde Bbva y para entrar y salir del MetroCDMX STaboadaMx Tahipat vecletranvalle https://t.co/PJPku89wQl,Twitter for iPhone,1,0,"cliente,banco",,,,2012-11-07 17:00:23,439,465
58,bbva,2020-10-18 05:34:25,Sr lopezobrador_  el pueblo no está contento le están robando su dinero a través de fraudes en sus tarjetas de crédito SantanderMx ScotiabankMX BBVA_Mex  las más afectadas ojalá aún exista alguna instancia para atender esta otra emergencia FGRMexico,Twitter for iPhone,0,0,"tarjeta,fraude,dinero,roba",,,,2010-01-30 05:45:34,238,49
59,bbva,2020-10-18 05:33:32,BBVA_Mex ayuda,Twitter for Android,0,0,,,,,2019-07-17 05:56:19,25,1
60,bbva,2020-10-18 05:30:08,"El proyecto de educación de BBVA Aprendemosjuntos tiene el objetivo de impulsar la conversación en torno a la educación. En 2019, ganó el Gran Premio Eficacia otorgado por aeanunciantes. Más RSE en el AnuarioCorresponsables2020 👉 https://t.co/HeRpZIzI0z https://t.co/9aMtXCD7ii",Social Media Corresponsables,0,0,,,,,2009-11-06 11:11:03,6274,32599
61,bbva,2020-10-18 05:30:00,Video explícitos 🔥🔥 Pago por PayPal 💳 o en efectivo 💵 en bancos BBVA o en tiendas OXXO en México 🇲🇽 https://t.co/rXUmj4Bihr,Twitter Web App,2,7,"banco,efectivo",,,,2020-09-27 00:55:43,6,1496
63,bbva,2020-10-18 05:29:24,"LotoVerde6 Citibanamex BBVA_Mex BancoAzteca Coppel chopo_cercadeti Justo en eso estoy, acudiré a CondusefMX.",Twitter for Android,0,0,,,,,2011-03-01 23:19:00,830,796
64,bbva,2020-10-18 05:28:57,"¿Retirarías tu cuenta de ahorros del Banco Santander, BBVA y cualquier banco que financie fake news de Eduardo Inda y a la extrema derecha española? Yo sí, obvio.",Twitter for Android,8,0,"cuenta,banco",,,,2019-11-05 06:59:41,471,294
65,bbva,2020-10-18 05:28:24,"chopo_cercadeti Citibanamex BBVA_Mex BancoAzteca Coppel Si, desde hace un par de meses recibo llamadas de promociones, esto a raíz de actualizar datos en Citibanamex, aún cuando, al momento de firmar, se especificó que no se autorizaban llamadas de promociones de otras instituciones o servicios, se está violando mi privacidad.",Twitter for Android,0,0,"servicio,llamada,servicio",,,,2011-03-01 23:19:00,830,796
66,bbva,2020-10-18 05:27:56,"Ver_y_too dcalderonfp MichaelSoto_CR Un cajero automático BBVA Bancomer aquí? O esos policías ticos están en otro país, o es un edit.",Twitter for Android,0,0,,,,,2010-10-09 08:25:08,1505,1234
68,bbva,2020-10-18 05:23:58,annaisagarciat BBVA de periférico,Twitter for Android,0,0,,MX,city,"Saltillo, Coahuila de Zaragoza",2019-01-02 02:49:53,77,33
69,bbva,2020-10-18 05:23:25,"Y por esto, niños y niñas, el BBVA ahora os va a cobrar 2 eurazos por sacar vuestra pasta en ventanilla: tiene que comprar guantes de goma y recortar los dedos índice para ""regalarlos"" a sus clientes y así parecer los más anti-Covid de todos los bancos. Esos 2€ justificados 🙄 https://t.co/4Ow7DaTh7C",Twitter for Android,0,0,"cliente,banco",,,,2020-03-26 22:59:52,977,355
70,bbva,2020-10-18 05:20:26,general_r Jajajajajajajajajaj weee el HBE regala boletos del bbva prefuntale a pakomartz le gusta pedir regalos,Twitter for Android,0,0,,,,,2019-10-21 21:56:23,1944,1224
72,bbva,2020-10-18 05:12:24,Resumen y goles | Chivas 3-2 Atlas | Guard1anes 2020 Liga BBVA MX - J14 | TUDN https://t.co/lpKBPtUQlv https://t.co/WsFo9TD7qz,Zapier.com,0,0,,,,,2016-06-11 18:31:54,486,94
73,bbva,2020-10-18 05:12:23,HackathonBBVA  el 46% de participantes son mujeres!! No se pierdan la charada en vivo ahorita de teffcode  https://t.co/jK7E4Q4O2R BBVAInnovation bbva BBVA_Mex,Twitter for Android,2,0,,,,,2010-07-31 03:05:54,3518,2216
75,bbva,2020-10-18 05:09:06,"🤣🤣😂😂🤣🤣😂😂🤣🤣😂😂🤣🤣😂 Periodismo serio... patrocinado por Banco Santander, BBVA, el Pais, etc etc. Isabel Gemio: “Ahora más que nunca es necesario el periodismo serio y riguroso, con respeto a las víctimas” https://t.co/vabkVtFOJ6",Twitter for Android,38,0,tc,,,,2009-10-15 17:53:14,1199,1049
76,bbva,2020-10-18 05:08:32,BenoHernandez77 Cuando al burrocan entras con $200 y al BBVA con $680.. verás que la afición rayada hace más esfuerzo $. . Nomee para que te explicó si estas bien Wey ..  lo que si te digo es  42.5&gt;41  😎👊🏻 https://t.co/tJNkgJWN5O,Twitter for iPhone,0,0,,,,,2011-06-22 00:07:51,1404,1000
78,bbva,2020-10-18 05:06:33,"BBVA_Mex  La app me hizo un descuento por 200 pesos por saldo mínimo cuando la cuenta no requiere ello, además, en una fecha futura (19 de octubre).",Twitter for iPhone,0,0,"cuenta,descuento,app",,,,2010-11-15 09:32:58,69,4396
79,bbva,2020-10-18 05:04:37,Joako_Miller AhedoSamuel tyrion0000 martinolimx Por eso llevamos racha de 5 ganados? Por ratonear? Le fuimos a ratonear al bbva a rayados en serio? También ganamos 4 ligas ratoneando?,Twitter for Android,0,2,,,,,2018-10-02 03:03:58,1784,287
81,bbva,2020-10-18 04:55:11,"Cristina_Diaz_S aztecacomunidad AdrianDeLaGarza Sra Cristina Díaz sus tránsitos todas las tardes están el el Tecnológico Nuevo León frente al Estadio BBVA por P Livas y Por E Cavazos robando ya basta hasta cuándo sangrando al Pueblo este Lunes le tomo Película y la voy a subir,",Twitter for Android,0,0,roba,,,,2020-05-22 06:38:26,102,5
82,bbva,2020-10-18 04:54:01,"DiegoArmaMedina Eso pensé, hasta el segundo gol de hoy es una calca del primero en el BBVA.",Twitter for Android,0,0,,,,,2010-02-17 00:17:37,1578,2556
84,bbva,2020-10-18 04:49:57,mtfc99 Hola no tengo yo pero puede ser en la de mi novio a nombre de Adolfo Figueroa BBVA 012180015607246296,Twitter for Android,0,0,,,,,2020-08-17 01:13:51,325,95
85,bbva,2020-10-18 04:47:28,"BBVA_Mex Asco de servicio, ahora resulta que debes registrar a fuerza tu rostro, pésimo banco",Twitter Web App,1,0,"servicio,banco,servicio",,,,2014-09-30 05:23:33,788,177
86,bbva,2020-10-18 04:46:15,"Como cuando BBVA_Mex te dice que el registro facial es ""para mejorar tu seguridad"" pero guardan en SharedPreferences el contador de ""skips"" y el timestamp  en lugar de manejarlo del lado del server. F por sus developers. Me da miedo imaginar el resto de su código.",Twitter Web App,1,0,seguridad,,,,2014-09-30 05:23:33,788,177
87,bbva,2020-10-18 04:41:26,Que bueno que SinEmbargoMX respaldo esta información de los fraudes de SantanderMx y BBVA_Mex actualmente la publicación de quintopodermex no está disponible https://t.co/obtbbKY9XH,Twitter for Android,1,0,"bueno,fraude",,,,2010-06-14 22:18:25,9435,11155
88,bbva,2020-10-18 04:41:22,Si eres cuentahabiente de SantanderMx o BBVA_Mex cuidado con esto quintopodermex https://t.co/pNuo1jQ4dM vía julioastillero,Twitter for Android,5,0,cuenta,,,,2010-06-14 22:18:25,9435,11155
89,bbva,2020-10-18 04:40:30,jiica SinEmbargoMX SantanderMx BBVA_Mex quintopodermex Los de Santander últimamente son unas asquerosas ratas,Twitter for Android,2,0,,,,,2010-06-14 22:18:25,9435,11155
90,bbva,2020-10-18 04:40:20,SantanderMx BBVA_Mex quintopodermex julioastillero No veo nada que tenga que ver al respecto quien es su CM Brozzo el caso es que SantanderMx es uno de los peores bancos y desde dentro están los pillos,Twitter for Android,1,0,banco,,,,2010-06-14 22:18:25,9435,11155
91,bbva,2020-10-18 04:38:06,Los fraudes bancarios están a la orden del día y en tiempos de pandemia es más difícil resolver el conflicto.  Checa nuestra nota: https://t.co/N7xHlNJYps https://t.co/IXBEw2FQ2I,Twitter for Android,8,0,"pandemia,fraude",,,,2011-04-26 20:02:20,647,189
92,bbva,2020-10-18 04:37:08,Vorph36 Tuitero_Rayado Si he visto muchos y muy buenos  perros en el BBVA,Twitter for iPhone,0,2,bueno,,,,2017-06-02 13:34:12,1286,1300
94,bbva,2020-10-18 04:34:20,"Citi ContactoCitibmx banamexfraude citibanamexfraude banamex fraude No contraten seguros con Citibanamex es FRAUDE Llevo más de un mes esperando el depósito del seguro logros y nada, ni dinero, fecha o explicación BBVA_Mex HSBC_MX Banorte_mx ScotiabankMX  BancoInbursa",Twitter for Android,0,0,"seguro,fraude,dinero",,,,2012-11-13 16:47:49,1239,1095
95,bbva,2020-10-18 04:32:28,ExpresoDeLaMañana estarc62 No olvidemos apoyar la Madre Inés. Todo suma BBVA a nombre de   Casa Hogar Divina Providencia No. de cuenta 0107187785  clabe interbancaria  012180001071877852 Tel. 55 5852 0390  ContinuamosContigo UsaCubrebocas  QuédateEnCasa si puedes https://t.co/T4a36ngurd,Twitter for iPhone,6,0,cuenta,,,,2010-01-14 20:17:56,1357,4006
97,bbva,2020-10-18 04:29:07,Google News: ¡GOLEADA! Gol de Brizuela | Chivas 3-0 Atlas | Guard1anes 2020 Liga BBVA MX - J14 | TUDN - TUDN México https://t.co/nCri66q78u,NewsBotMX,0,0,,,,,2018-07-04 19:36:37,0,48
99,bbva,2020-10-18 04:25:44,"JuanCarlos_MZ riczenmind EstebanMonribot techsantos BBVA_Mex Es más, en la página de BBVA te dice y explica que es Apple Pay, así que supongo que es buena señal.",Twitter for iPhone,0,0,,,,,2020-09-16 17:30:16,46,1
100,bbva,2020-10-18 04:23:53,JuanCarlos_MZ riczenmind EstebanMonribot techsantos BBVA_Mex En la página de Apple aparece que BBVA será compatible.,Twitter for iPhone,0,0,,,,,2020-09-16 17:30:16,46,1
101,bbva,2020-10-18 04:22:40,Con dos cojones Iñaki....con un par.  Un Trilero de la justicia y trincon del BBVA para enturbiar más el cotarro. Con lo bueno que eras entrevistando a Foto el de los Fitipaldis..... https://t.co/nrPVUS7HfY,Twitter for Android,0,0,bueno,,,,2011-06-02 19:32:31,637,487
103,bbva,2020-10-18 04:19:14,Educación- Valores - Liderazgo empieza con la educación y modelaje y valores https://t.co/40GZA14S1t::,Twitter for iPhone,0,0,,,,,2012-09-26 22:35:49,729,313
105,bbva,2020-10-18 04:18:42,jremija Soyfurrr Solo no recomiendo la tarjeta vive de BBVA porque la taza de interés es altísima y te come fácilmente.,Twitter for Android,0,0,tarjeta,,,,2011-04-19 19:07:45,843,260
107,bbva,2020-10-18 04:17:08,"Moda_Suburbia BBVARe_mx BBVA_Mex Hice una compra en la tienda ubicada en el centro comercial Las Américas, en Ecateoec de Morelos, Edo Mex y no aceptaron la promoción, tanto la cajera como la supervisora, comentaron que hacer la conversión de los puntos",Twitter for Android,0,0,puntos,,,,2012-09-24 22:30:51,276,46
108,bbva,2020-10-18 04:13:35,Pa que me felicitan si no me van a regalar 100mil pesos! bbva https://t.co/6ohYD9CfmO,Twitter for Android,0,2,,,,,2013-08-24 17:40:20,1107,3911
109,bbva,2020-10-18 04:12:44,"Resultados de los partidos de hoy,  Fecha 14, Liga BBVA Mx , Torneo Guard1anes 2020. DeportePicanteOficial LigaBBVAMx Guard1anes2020 https://t.co/HTxQqPacil",Twitter for iPhone,1,0,,,,,2019-05-17 17:35:26,27,47
111,bbva,2020-10-18 04:10:59,bbva_peru HenrryVillar Para que di ya fué,Twitter for Android,0,0,,,,,2020-09-12 16:35:15,99,0
112,bbva,2020-10-18 04:07:00,"EN ANTENA | 📰 Repasamos la actualidad: BBVA cobrará 2 euros por sacar dinero en ventanilla desde enero, se admite la primera demanda colectiva de asufin_ contra carrefourES y el recibo de la luz se sitúa en el precio más alto desde enero según facua   https://t.co/W5g2aX2wOm",TweetDeck,1,0,dinero,,,,2011-09-29 15:31:46,318,19778
113,bbva,2020-10-18 04:06:01,"Marcador Final, Cruz Azul 0 vs Tigres 2 , Fecha 14, Liga BBVA Mx , Torneo Guard1anes 2020. ZonadeCruzAzul  CruzAzul EternamenteAzul UnaFormadeVida ConTodoContraTodo LigaBBVAMx Guard1anes2020 https://t.co/BoX4wO0NwW",Twitter for iPhone,0,0,,,,,2017-06-26 17:12:39,248,320
114,bbva,2020-10-18 04:05:52,"Sábado de Guard1anes2020  ✔️ Rayados golea en el BBVA a la Franja.   ⚽ Las Chivas con goles de AntunaUriel, JJMacias9 y brizuela27_cone ganan el Clásico Tapatío.   🏟️ TigresOficial se lleva los tres puntos del Coloso de Santa Úrsula.   LigaBBVAMX https://t.co/sIrkRJGsba",Twitter for Android,0,0,puntos,,,,2013-01-14 01:47:14,642,1181
115,bbva,2020-10-18 04:05:31,"Marcador Final, Cruz Azul 0 vs Tigres 2 , Fecha 14, Liga BBVA Mx , Torneo Guard1anes 2020. MaquinaAzulOficial CruzAzul EternamenteAzul UnaFormadeVida ConTodoContraTodo LigaBBVAMx Guard1anes2020 https://t.co/l2P9ebCfGm",Twitter for iPhone,0,0,,,,,2019-05-17 17:38:02,55,78
116,bbva,2020-10-18 04:05:19,"BBVA detecta la intromisión de personas ajenas a ti intentando quedarse con tus datos bancarios, por lo cual se cierra automáticamente para evitar que te roben mientras intentas compartir tu comprobante. Por eso, termina la operación y buscala después. Está más detallada.",TweetCaster for Android,0,0,roba,,,,2019-03-04 11:31:01,44,3
117,bbva,2020-10-18 04:03:44,BBVA nada más que pone pegas y mierdas. La peor decisión de mi vida fue hacerme de su banco. Que difícil lo ponen absolutamente todo. Me hice una cuenta vía online que luego cancelé al año y pico. Ahora me dicen que para arreglar el tema de un reembolso vaya a mi oficina. A cual?,Twitter for Android,0,0,"cuenta,banco,reembolso",ES,city,"Seville, Spain",2012-01-17 10:53:44,776,790
118,bbva,2020-10-18 04:02:22,"Como no quiero que les suceda lo mismo que a mí, déjenme decirles que me aventaba GDrive un archivo de BBVA que intentaba guardar. Tienen que dejar que toda la operación termine, no compartan el comprobante en la primera oportunidad. Al finalizar busca en operaciones y ahí estará",TweetCaster for Android,0,0,roba,,,,2019-03-04 11:31:01,44,3
120,bbva,2020-10-18 04:00:55,"dramasqueenx Elolfato JaimeHonorio Pero nos siguen robando...los españoles de allá...Movistar, Santander, Repsol, BBVA, MAPFRE, etc. Más de 450 empresas españolas en Colombia se llevan nuestras riquezas, nos explotan con sueldos miserables y periodistas como la Hernández que no es más que una Lozano disfrazada!",Twitter for Android,1,0,"tc,roba",,,,2017-11-06 00:59:51,904,1885
121,bbva,2020-10-18 03:59:13,⏰ 90’ minutos de acción del CruzAzul vs Tigres  Se agregaron 4 minutos   🔵⚪️0️⃣🆚2️⃣🟠🔵  📻 730 AM   📲 https://t.co/hMClvZ0r3I  Guard1anes2020xW LaVozDelFutbol https://t.co/mzWKRhNecc,Twitter for Android,1,0,,,,,2019-10-10 12:05:26,1144,112
122,bbva,2020-10-18 03:58:50,¡El árbitro pita el final!  ¡Se acabó el  encuentro entre el CruzAzulCD y TigresOficial !   🔵⚪️0️⃣🆚2️⃣🟠🔵  📻 730 AM   📲 https://t.co/hMClvZ0r3I  Guard1anes2020xW LaVozDelFutbol https://t.co/f6sy8NYt49,Twitter for Android,1,0,,,,,2015-04-16 14:40:49,233,101
127,bbva,2020-10-18 03:56:00,"El Segundo Round es por los niños de Puebla  Meta: $450,0000  Con lo recaudado se donará medicamento para los niños que  se atienden en el Hospital para el niño poblano. Dona en : 0110098078 BBVA  Clabe: 012320001100980784 Campeones de la vida NR AC  Gracias milagro https://t.co/U2IQob0ksF",Twitter for iPad,2535,0,,,,,2010-06-23 20:21:43,345,43
129,bbva,2020-10-18 03:51:39,GueroChristian BBVARe_mx BBVA_Mex Lo malo es que nadie de Bancomer se pone en contacto solo tienen un Bot con respuestas ya elaboradas,Twitter Web App,0,0,respuesta,,,,2011-03-12 03:36:33,329,69
130,bbva,2020-10-18 03:51:07,BBVA_Mex por qué mi aplicación de pronto se borro mis datos y no me deja entrar? No reconoce ninguna información,Twitter for Android,0,0,,,,,2010-02-23 15:32:45,861,172
131,bbva,2020-10-18 03:50:25,(Video) Esto te ayudará: revelan llamada con el modo de operación para estafar a cuentahabientes de BBVA Bancomer (nota de José Rosario Valles) https://t.co/CWSGXVcML5 vía julioastillero,Twitter for Android,0,0,"cuenta,llamada",,,,2011-10-15 01:32:11,1926,1510
132,bbva,2020-10-18 03:48:33,"RaulLuna liga https://t.co/N6WGAbaAWI , selecciona ""Continuar"", posteriormente ""Soy persona"" y en la parte inferior ""Documentos y enlaces de interés"" donde podrás conocer términos y condiciones. 2/2",S1Gateway,0,0,,,,,2013-03-08 17:25:23,40404,106421
133,bbva,2020-10-18 03:48:23,"RaulLuna Para BBVA la seguridad de tu cuenta es muy importante, el uso de biométricos es una forma de reforzarla y tus datos son confidenciales. Puedes conocer mayor detalle de este proceso de seguridad a través de tu contrato único digital ingresando a la siguiente 1/2",S1Gateway,0,0,"cuenta,seguridad",,,,2013-03-08 17:25:23,40404,106421
135,bbva,2020-10-18 03:45:48,⏰ 80’ minutos de acción del CruzAzul vs Tigres  🔵⚪️0️⃣🆚2️⃣🟠🔵  📻 730 AM   📲 https://t.co/hMClvZ0r3I  Guard1anes2020xW LaVozDelFutbol https://t.co/aorDf3tBue,Twitter for iPhone,0,0,,,,,2015-06-03 22:32:22,398,22189
137,bbva,2020-10-18 03:45:09,"BBVARe_mx Reitero que he dejado de usarla desde hace dos meses porque no refuerza la seguridad y los términos de uso no explican el alcance real de colectarlos. Tal vez más adelante, cuando lo sean, retome mi relación con BBVA.",Twitter for iPhone,0,0,seguridad,,,,2008-04-22 18:48:59,4209,4518
138,bbva,2020-10-18 03:44:24,"Hasta cuando vamos a seguir pagando el impuesto ""temporal"" del 4XMil, que se creó para salvar a los Chupasangre de los bancos como el BBVA_Colombia grupoaval ScotiaColpatria Ese impuesto hoy cumple 21 años. Y el pueblo pague, pague y pague.",Twitter for Android,0,0,"banco,impuesto",,,,2010-07-09 05:03:55,2484,2631
140,bbva,2020-10-18 03:40:22,"RaulLuna Buenas noches, estamos a tu servicio. Es importante realizar este registro facial con la finalidad de reforzar la seguridad de tu aplicación BBVA México. Te recordamos que sólo deberás conversar con esta cuenta que está verificada con palomita azul.",S1Gateway,0,1,"cuenta,servicio,servicio,seguridad",,,,2013-03-08 17:25:23,40404,106421
