,fecha,texto,src,rt,fav
219,2020-10-17 02:07:31,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for Android,63,0
220,2020-10-17 02:07:25,Amigos de @bbva_argentina puedo hacerles una consulta por MD?,Twitter for iPhone,1,0
221,2020-10-17 02:07:18,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for Android,63,0
222,2020-10-17 02:06:24,ES cierto las llamadas diciendo que hablan de estos bancos en especial BBVA son de fraude yo caí y me quitaron 2400. Y tienen datos personales? Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/9MKQo1eR1G vía @julioastillero,Twitter for iPhone,17,0
223,2020-10-17 02:05:51,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for Android,63,0
224,2020-10-17 02:05:50,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for iPhone,63,0
225,2020-10-17 02:04:58,ES cierto las llamadas diciendo que hablan de estos bancos en especial BBVA son de fraude yo caí y me quitaron 2400. Y tienen datos personales? Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/9MKQo1eR1G vía @julioastillero,Twitter for iPhone,17,0
226,2020-10-17 02:04:44,ES cierto las llamadas diciendo que hablan de estos bancos en especial BBVA son de fraude yo caí y me quitaron 2400. Y tienen datos personales? Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/9MKQo1eR1G vía @julioastillero,Twitter for Android,17,0
227,2020-10-17 02:04:43,Hola gente tengan cuidado en la pagina de facebook se llama bbva consulta y servicios no se si sera un contacto o varios pero el estafador se llama alejo rearte. se hace pasar por un agente del banco y te roba la info de la cuenta de homebanking.,Twitter Web App,0,0
228,2020-10-17 02:04:25,"Pago una docena de chorizos a quien me de un teléfono y me atienda de una el reputo BBVA con todos sus toquen, numerales y 0800 diseñados por un sovietico hdp",Twitter for Android,260,0
229,2020-10-17 02:04:13,"@paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectorista en 2 oportunidades y fueron denegadas a pesar de cumplir con los requisitos, pedí las razones y en vez de respuestas me ofrecieron otro productos de capital de trabajo. https://t.co/gkPS6WS1Po",Twitter for Android,9,0
230,2020-10-17 02:03:55,[DEPORTES] ¡Inconcebible! Aficionados de la @LigaBBVAMX no cumplen ¿harán algo los organizadores? https://t.co/IsGuZ37mUc https://t.co/RuM6f9Y7Pr,Twitter for iPad,1,0
231,2020-10-17 02:03:43,"@Soyfurrr Gracias a Dios,....nunca he tenido una 😉
No necesito ese estrés....pero para bancos BBVA la app y la atencion 👌",Twitter for Android,0,0
232,2020-10-17 02:03:28,ES cierto las llamadas diciendo que hablan de estos bancos en especial BBVA son de fraude yo caí y me quitaron 2400. Y tienen datos personales? Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/9MKQo1eR1G vía @julioastillero,Twitter for Android,17,0
233,2020-10-17 02:03:18,"@paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectorista en 2 oportunidades y fueron denegadas a pesar de cumplir con los requisitos, pedí las razones y en vez de respuestas me ofrecieron otro productos de capital de trabajo. https://t.co/gkPS6WS1Po",Twitter for Android,9,22
234,2020-10-17 02:03:13,ES cierto las llamadas diciendo que hablan de estos bancos en especial BBVA son de fraude yo caí y me quitaron 2400. Y tienen datos personales? Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/9MKQo1eR1G vía @julioastillero,Twitter for iPhone,17,0
235,2020-10-17 02:02:40,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter Web App,63,0
236,2020-10-17 02:02:13,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for iPhone,63,0
237,2020-10-17 02:01:56,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for Android,63,0
238,2020-10-17 02:00:48,"Pago una docena de chorizos a quien me de un teléfono y me atienda de una el reputo BBVA con todos sus toquen, numerales y 0800 diseñados por un sovietico hdp",Twitter for iPhone,260,0
239,2020-10-17 02:00:27,"Nuestra amiga Fernanda Cortez @GallitaFC nos deja el análisis de los juegos imperdibles de la jornada 12 Liga BBVA MX Femenil⚽🔥

Tenemos sorpresas en el video 🙌🏻

⬇Encuentra el video en nuestro canal ⬇
https://t.co/suoKGfXt22 https://t.co/rCWK8jO5XS",Twitter Web App,1,0
240,2020-10-17 02:00:01,"Nuestra amiga Fernanda Cortez @GallitaFC nos deja el análisis de los juegos imperdibles de la jornada 12 Liga BBVA MX Femenil⚽🔥

Tenemos sorpresas en el video 🙌🏻

⬇Encuentra el video en nuestro canal ⬇
https://t.co/suoKGfXt22 https://t.co/rCWK8jO5XS",Twitter Web App,1,5
241,2020-10-17 01:58:46,Así se ve el BBVA desde el 101217 https://t.co/s6O57v5OVe,Twitter for Android,2,0
242,2020-10-17 01:58:36,"Ya hacía falta mirar gente en la tribuna.

Espero pronto vuelva la gente al BBVA para apoyar a Rayados cómo se debe.",Twitter for Android,1,3
243,2020-10-17 01:58:17,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for Android,63,0
244,2020-10-17 01:58:11,Así se ve el BBVA desde el 101217 https://t.co/s6O57v5OVe,Twitter for iPhone,2,23
245,2020-10-17 01:56:02,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for Android,63,0
246,2020-10-17 01:55:56,"@eliazuki Es más que nada por que luego al meter tus datos biometricos, se pueden hacer mal uso de ellos vendiendolos y así.

Pero defiendo a bbva, trabaje para ellos y son muy cuidadosos en esa parte.",Twitter for Android,0,0
247,2020-10-17 01:55:44,"@BBVARe_mx @gaby_cam @bbva Que datos quieren ???
No entienden que lo único que uno quiere es que NO ESTÉN CHINGANDO !!!
O ustedes adquieren algo cuando no lo quieren o necesitan ???
🤬🤬🤬🤬🤬 https://t.co/VB9vLFGOfM",Twitter for iPhone,0,1
248,2020-10-17 01:51:54,@GarnicaGonzalo @Trovato2021 Muchos bancos no dan turnos. BBVA es uno,Twitter for iPhone,0,0
249,2020-10-17 01:51:51,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for Android,63,0
250,2020-10-17 01:51:08,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for Android,63,0
251,2020-10-17 01:50:50,"Hola @BBVA_Mex van 5 dias consecutivos que me marcan preguntando por una persona la cual no soy yo, ya se los explique a sus empelados y aun asi siguen marcandamos, que necesitamos hacer para que dejen de molestarme",Twitter for Android,0,0
252,2020-10-17 01:49:59,@MichDiaz_ @BBVA_Mex Hay que hacer una demanda colectiva ante @Profeco que dicen?,Twitter for Android,0,0
253,2020-10-17 01:49:59,España: reforma previsional ¿Qué más puede hacer el Pacto de Toledo? De la “reforma permanente” a la Covid-19 - Blog - BBVA Mi jubilación https://t.co/ZxNnmKNKpA,Twitter Web App,1,0
254,2020-10-17 01:49:45,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for Android,63,0
255,2020-10-17 01:49:36,"@paolobenza @nando360 Me pasó en BBVA: Finanzas de la empresa limpias, sin deuda, apto según Sunat e hice 4 solicitudes sin respuesta.

Cuando fui a plataforma me dijeron que “solo otorgaban Crédito Reactiva si tenía deuda previa para así refinanciarla, que si quería, podía acceder a crédito regular”.",Twitter for iPhone,2,13
256,2020-10-17 01:49:34,"@BBVA_Mex buenas noches hace unas horas retire dinero del cajero BBVA y accidentalmente solicite un seguro, como puedo canceñar eso?",Twitter for Android,0,0
257,2020-10-17 01:49:33,"El Segundo Round es por los niños de Puebla 
Meta: $450,0000 
Con lo recaudado se donará medicamento para los niños que  se atienden en el Hospital para el niño poblano.
Dona en : 0110098078 BBVA 
Clabe: 012320001100980784
Campeones de la vida NR AC 
Gracias #milagro https://t.co/U2IQob0ksF",Twitter for Android,2505,0
258,2020-10-17 01:49:15,"BBVA lanza Aqua, una tarjeta sin numeración, código de seguridad ni fecha de expiración impresa. El código de seguridad es dinámico y cambia en cada compra, lo que imposibilita compras fraudulentas #mediosdepago 
https://t.co/bsGYIhLouf",Twitter for Android,15,0
259,2020-10-17 01:48:25,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter Web App,63,0
260,2020-10-17 01:47:57,"@BBVA_Mex buena noche, hace unas horas saque dinero del cajero y accidentalmente solicite un seguro de vida como como puedo cancelarlo?",Twitter for Android,0,0
261,2020-10-17 01:46:49,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/2Gqq87HGuB via @julioastillero,Twitter for Android,21,0
262,2020-10-17 01:46:28,"@BBVA_Mex Qué horrible servicio telefónico tienen. Revisen que sus supervisores estén respondiendo las llamadas.
Mi madre lleva 1hr en su línea telefónica, porque solicitó la cancelación de una tarjeta adicional y SU gente canceló amabas.",Twitter for Android,0,0
263,2020-10-17 01:46:13,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for Android,63,0
264,2020-10-17 01:46:07,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for Android,63,0
265,2020-10-17 01:45:46,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for Android,63,0
266,2020-10-17 01:45:25,@MichDiaz_ @BBVA_Mex Es lo mismo que en el SAT. Alli afuerzas das datos biométricos. Rostro. Ojos. Huellas. No tenemos salida.,Twitter Web App,0,0
267,2020-10-17 01:44:58,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for Android,63,0
268,2020-10-17 01:44:55,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for iPhone,63,0
269,2020-10-17 01:44:02,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for Android,63,0
270,2020-10-17 01:43:57,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter for Android,63,0
271,2020-10-17 01:43:48,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/JvS3N2may1 a través de @julioastillero,Twitter Web App,63,79
272,2020-10-17 01:42:33,"@roka_2004 @gaby_cam @bbva Oye roka tu comentario es desagradable y violento. Neta, están bien impregnados de un machismo normalizado a tal grado que no perciben de la gravedad y deleznable de su comentario.",Twitter for Android,0,0
273,2020-10-17 01:42:32,@MichDiaz_ @BBVA_Mex Quién te asegura que esos datos biométricos no van a ser comercializados ? No existe ninguna responsiva ni regulación..,Twitter for Android,0,0
274,2020-10-17 01:42:15,"El Segundo Round es por los niños de Puebla 
Meta: $450,0000 
Con lo recaudado se donará medicamento para los niños que  se atienden en el Hospital para el niño poblano.
Dona en : 0110098078 BBVA 
Clabe: 012320001100980784
Campeones de la vida NR AC 
Gracias #milagro https://t.co/U2IQob0ksF",Twitter for Android,2505,0
275,2020-10-17 01:41:20,"Llevo más de una semana sin poder acceder a mi cuenta @BBVA_Mex
Bajo ningún motivo pienso ""registrar"" mi rostro en su sistema.

Es increíble que no den opciones de acceso y quieran forzar a sus usuarios a dar sus datos. Terrible sus políticas vendidas como ""medidas de seguridad"". https://t.co/vztmHv9Cou",Twitter for Android,17,0
276,2020-10-17 01:41:01,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/2eMoY6hBKn via @julioastillero,Twitter Web App,6,5
277,2020-10-17 01:40:39,ES cierto las llamadas diciendo que hablan de estos bancos en especial BBVA son de fraude yo caí y me quitaron 2400. Y tienen datos personales? Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/9MKQo1eR1G vía @julioastillero,Twitter for Android,17,14
278,2020-10-17 01:38:46,España: reforma previsional ¿Qué más puede hacer el Pacto de Toledo? De la “reforma permanente” a la Covid-19 - Blog - BBVA Mi jubilación https://t.co/ZxNnmKNKpA,Twitter for iPhone,1,0
279,2020-10-17 01:37:31,"Pago una docena de chorizos a quien me de un teléfono y me atienda de una el reputo BBVA con todos sus toquen, numerales y 0800 diseñados por un sovietico hdp",Twitter for Android,260,0
280,2020-10-17 01:37:15,[DEPORTES] ¡Inconcebible! Aficionados de la @LigaBBVAMX no cumplen ¿harán algo los organizadores? https://t.co/IsGuZ37mUc https://t.co/RuM6f9Y7Pr,TweetDeck,1,0
281,2020-10-17 01:36:33,"@vorkomi @caixabank Lo increíble es que sigáis siendo clientes de bancos que os roban y os tratan como una mierda. La Caixa, Santander, BBVA, etc... Se les manda al carajo y listo.",Twitter for Android,0,0
282,2020-10-17 01:35:07,"@eduardotrelles Siempre llamaré Bancomer a BBVA así que le llamen como le llamen siempre será el Azteca, si aquí a la vuelta donde vivo cambiaron a la Comer por Soriana, y cuando vamos al Soriana, siempre decimos vas a ir a la Comer o vamos a la Comer por despensa nunca Soriana. 🤷🏻‍♂️",Twitter for Android,0,4
283,2020-10-17 01:35:01,"@BBVA_Mex  si tus practicajas solo van a retener el dinero y no hacer los depósitos, mínimo pongan en la pantalla que están fuera de servicio. 

No me regresaron mi dinero y tampoco me hizo el depósito. Eso es un robo. 😒 https://t.co/nE2KCEmS67",Twitter for iPhone,0,0
284,2020-10-17 01:34:38,@pattyromero11 @Silvia30497829 Llega de todo. A mi me llegó un correo de Sodimac sobre qué hubo un error en la transacción con mi tarjeta BBVA. De verdad que ya no saben que hacer. Te bombardean por todos lados.,Twitter for iPhone,0,1
285,2020-10-17 01:33:58,"Pago una docena de chorizos a quien me de un teléfono y me atienda de una el reputo BBVA con todos sus toquen, numerales y 0800 diseñados por un sovietico hdp",Twitter for Android,260,0
286,2020-10-17 01:32:47,"Pago una docena de chorizos a quien me de un teléfono y me atienda de una el reputo BBVA con todos sus toquen, numerales y 0800 diseñados por un sovietico hdp",Twitter for iPhone,260,0
287,2020-10-17 01:32:33,@BBVA_Mex Invertirlo para que la mayoría del rendimiento lo cobre el gobierno en ISR y a ti te dejen centavos. Ejemplo de 20 pesos de ganancia 15 se cobran de impuesto y sólo te quedan 5 pesos,Twitter Web App,0,0
288,2020-10-17 01:32:30,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/2Gqq87HGuB via @julioastillero,Twitter Web App,21,0
289,2020-10-17 01:31:37,@SancadillaNorte En el BBVA van a poner asistencia 42 mil 624 jajajjajaja,Twitter for Android,0,2
290,2020-10-17 01:30:20,Agarraron mi tarjeta de débito de la barra de un Starbucks en una distracción y la app de @BBVA_Mex no me deja cancelarla ¿Help? 😰 https://t.co/pz82XsEAFP,Twitter for Android,0,0
291,2020-10-17 01:28:37,"#Deportes
#Futbol

Mazatlán agotó boletos para su primer partido con público en la Liga BBVA MX

@MazatlanFC 
#LigaBBVAMX 
#Guard1anes2020",Twitter for iPhone,2,0
292,2020-10-17 01:27:59,"El Segundo Round es por los niños de Puebla 
Meta: $450,0000 
Con lo recaudado se donará medicamento para los niños que  se atienden en el Hospital para el niño poblano.
Dona en : 0110098078 BBVA 
Clabe: 012320001100980784
Campeones de la vida NR AC 
Gracias #milagro https://t.co/U2IQob0ksF",Twitter for Android,2505,0
293,2020-10-17 01:26:33,"Pago una docena de chorizos a quien me de un teléfono y me atienda de una el reputo BBVA con todos sus toquen, numerales y 0800 diseñados por un sovietico hdp",Twitter Web App,260,0
294,2020-10-17 01:26:28,@RPachecoMX @BBVA_Mex Jajajaja,Twitter for iPhone,0,1
295,2020-10-17 01:26:28,"El Segundo Round es por los niños de Puebla 
Meta: $450,0000 
Con lo recaudado se donará medicamento para los niños que  se atienden en el Hospital para el niño poblano.
Dona en : 0110098078 BBVA 
Clabe: 012320001100980784
Campeones de la vida NR AC 
Gracias #milagro https://t.co/U2IQob0ksF",Twitter for Android,2505,0
296,2020-10-17 01:25:54,"@BBVA_Mex me dieron el jueves una tarjeta para nómina que no puedo activar, me dice nip incorrecto",Twitter for Android,0,0
297,2020-10-17 01:25:44,Igualito al BBVA 😌 https://t.co/mGHapRYSya,Twitter for Android,0,5
298,2020-10-17 01:25:24,"Rayados iría mañana con este once vs Puebla en el BBVA:

Hugo González
Edson Gutiérrez
César Montes
Nicolás Sánchez 
Jesús Gallardo
Matías Kranevitter
Alfonso González 
Maximiliano Meza
Miguel Layún
Aké Loba 
Rogelio Funes Mori",Twitter for Android,8,0
299,2020-10-17 01:24:32,@SancadillaNorte Se parece a bbva,Twitter for Android,0,3
300,2020-10-17 01:24:03,"#AgendaFutbolística 📆 #Jornada14

@Rayados 🆚 @ClubPueblaMX

📆 Sábado 17 de Octubre
🕞 17:06
🏟️ BBVA
📺 @FoxSportsMX

#Guard1anes2020 ⚽ #LigaBBVAMX 🤠 https://t.co/FBqbojxfIU",Twitter for Android,3,0
301,2020-10-17 01:22:36,"Rayados iría mañana con este once vs Puebla en el BBVA:

Hugo González
Edson Gutiérrez
César Montes
Nicolás Sánchez 
Jesús Gallardo
Matías Kranevitter
Alfonso González 
Maximiliano Meza
Miguel Layún
Aké Loba 
Rogelio Funes Mori",Twitter for Android,8,0
302,2020-10-17 01:22:24,De que putas sirve la perra tarjeta digital de @BBVA_Mex si de todos modos te pueden hacer chingaderas con tu cuenta?,Twitter Web App,0,0
303,2020-10-17 01:20:51,@SebasCerveraT @BBVA_Mex ¿Cómo le hacen para que se los deje de pedir sin hacerlo?,Twitter for Android,0,0
304,2020-10-17 01:20:07,"@My_chains Nunca nadie se había preocupado tanto por Mí, @BBVA_Mex 🥺",Twitter for Android,0,1
305,2020-10-17 01:19:38,"🎉 Ellas son las 16 emprendedoras seleccionadas de la primera ronda del Pitch Contest, quienes presentarán su pitch en los Pitch Room ante un panel de evaluadores expertos de cada sector ¡Muchas felicidades!

#TribuVictoria147 #PitchContest #BBVA #AlianzaEstratégica https://t.co/HWQThUdBHu",Twitter for iPhone,3,0
306,2020-10-17 01:19:37,Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo que por que no había reportado en sucursal. Respondí que no salía por pandemia. Prepárense para la respuesta...,Twitter for Android,68,0
307,2020-10-17 01:19:31,"Pago una docena de chorizos a quien me de un teléfono y me atienda de una el reputo BBVA con todos sus toquen, numerales y 0800 diseñados por un sovietico hdp",Twitter for Android,260,0
308,2020-10-17 01:18:36,"TERMINÓ EL PRIMER TIEMPO 
⚽ #Necaxa 1️⃣◾0️⃣ XOLOS
🏆 Liga BBVA Mx 
#Guard1anes2020 
🏟️ Estadio Victoria 

#SomosRayosMx",Hootsuite Inc.,0,1
309,2020-10-17 01:17:46,"Rayados iría mañana con este once vs Puebla en el BBVA:

Hugo González
Edson Gutiérrez
César Montes
Nicolás Sánchez 
Jesús Gallardo
Matías Kranevitter
Alfonso González 
Maximiliano Meza
Miguel Layún
Aké Loba 
Rogelio Funes Mori",Twitter for iPhone,8,0
310,2020-10-17 01:14:36,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/tuWlRXM7on vía @julioastillero,Twitter for Android,12,8
311,2020-10-17 01:14:00,"🎉 Ellas son las 16 emprendedoras seleccionadas de la primera ronda del Pitch Contest, quienes presentarán su pitch en los Pitch Room ante un panel de evaluadores expertos de cada sector ¡Muchas felicidades!

#TribuVictoria147 #PitchContest #BBVA #AlianzaEstratégica https://t.co/HWQThUdBHu",Twitter for iPhone,3,0
312,2020-10-17 01:13:05,"@BBVA_Mex Si no tienen sistema de asistencia personal, como soluciono un problema?",Twitter Web App,0,0
313,2020-10-17 01:12:13,"@lacha En cada entrevista deci ""el gobierno es como el BBVA, te cobra pero no resuelve nada y ni siquiera te responden "" un rato despues te llaman, te contactan por redes... creo que Carlos Sacan te lo garantiza... 🙄",Twitter for Android,0,0
314,2020-10-17 01:10:36,"@Erwinsanz1 @HuaweiMobileMx @BBVA_Mex @AppGallery La cosa es que para mi el de Bancomer es el mejor y me sorprende que sea de los únicos que no puesto la app y preocupa porque se viene el buen fin y si no hay, no podré comprar Huawei, tendré que conformar con el S20 de samsung",Twitter for Android,0,0
315,2020-10-17 01:10:12,"El Segundo Round es por los niños de Puebla 
Meta: $450,0000 
Con lo recaudado se donará medicamento para los niños que  se atienden en el Hospital para el niño poblano.
Dona en : 0110098078 BBVA 
Clabe: 012320001100980784
Campeones de la vida NR AC 
Gracias #milagro https://t.co/U2IQob0ksF",Twitter for Android,2505,0
316,2020-10-17 01:10:03,"#AgendaFutbolística 📆 #Jornada14

@Rayados 🆚 @ClubPueblaMX

📆 Sábado 17 de Octubre
🕞 17:06
🏟️ BBVA
📺 @FoxSportsMX

#Guard1anes2020 ⚽ #LigaBBVAMX 🤠 https://t.co/FBqbojxfIU",Hootsuite Inc.,3,22
317,2020-10-17 01:09:36,"@cesilio6 Considero que si, solo que le faltaba en ese momento más madures como estratega, hoy ya está en un momento de llegar a ser campeón de la liga BBVA",Twitter for Android,0,0
318,2020-10-17 01:08:02,"@MichDiaz_ @sparragus @BBVA_Mex Lo que yo hice fue usar la banca en línea y funciona igual ! , No registre mi rostro",Twitter for Android,0,0
319,2020-10-17 01:07:16,@dmouse @MichDiaz_ @jazminaquinomx @BBVA_Mex Eres un genio lo intentaré,Twitter for Android,0,0
320,2020-10-17 01:05:44,"@alenvc_ JAJAJA hasta entraron a un concurso de Bbva con foto y todo, hasta compraron merch 😔",Twitter for iPhone,0,1
321,2020-10-17 01:05:40,"¿Qué te parece?
BBVA lanza Aqua, su 1ª tarjeta que no tiene impreso el número de la tarjeta ni la fecha de caducidad y el CVV es dinámico(Solo tiene impreso el nombre del cliente.)
reforzaran la seguridad al usar la tarjeta para hacer compras, ahora tendrás que acceder a la app. https://t.co/gIetqdi28z",Twitter for iPhone,0,1
322,2020-10-17 01:05:18,"es como dice L:A DUque con san bbva y tef pos hemos puesto el trabajo,la gente trabaja pero los resultados no llegan pos que quereis maradona tb perdia partidos...luego gano 2 mundiales",Twitter Web App,0,0
323,2020-10-17 01:05:07,"🎉 Ellas son las 16 emprendedoras seleccionadas de la primera ronda del Pitch Contest, quienes presentarán su pitch en los Pitch Room ante un panel de evaluadores expertos de cada sector ¡Muchas felicidades!

#TribuVictoria147 #PitchContest #BBVA #AlianzaEstratégica https://t.co/HWQThUdBHu",Twitter for iPhone,3,0
324,2020-10-17 01:05:03,"Hacia la avenida y me pase por detrás del puesto que está en la esquina, tomen precauciones quienes van al cajero de BBVA o Banamex de la zona",Twitter for iPhone,0,1
325,2020-10-17 01:04:50,"🎉 Ellas son las 16 emprendedoras seleccionadas de la primera ronda del Pitch Contest, quienes presentarán su pitch en los Pitch Room ante un panel de evaluadores expertos de cada sector ¡Muchas felicidades!

#TribuVictoria147 #PitchContest #BBVA #AlianzaEstratégica https://t.co/HWQThUdBHu",Twitter Web App,3,4
326,2020-10-17 01:04:11,Torres (BBVA) pide que los fondos para la recuperación se destinen a crear una sociedad más sostenible https://t.co/virisuWYlE,Twitter for Android,2,0
327,2020-10-17 01:03:09,Gol de Ian González | Necaxa 1 - 0 Tijuana | Liga MX - Guardianes 2020 - Jornada 14 | LIGA BBVA MX https://t.co/50TXIZtGz4 #LigaMX #SienteTuLiga,Microsoft Power Platform,0,0
328,2020-10-17 01:02:49,"@termenzo no para, recien vi ese sponsor bbva, la bajo",Twitter Web App,0,0
329,2020-10-17 01:02:45,"@BBVA_espana 
Es la segunda vez q me pass esto. El primero fue El año pasado aqui en Filipinas y q se ha podido solucionar sin q yo hice algo. Y  hace 2 semanas volvio El mismo problema y no puedo acceder  Al BBVA apps. Con la pandemia de hoy, necesito usar mi apps mas q nunca.",Twitter for Android,1,0
330,2020-10-17 01:02:10,"⏱️ Min 31 || 1T
⚽ #Necaxa 1️⃣◾0️⃣ XOLOS
🏆 Liga BBVA Mx 
#Guard1anes2020 
🏟️ Estadio Victoria 

#SomosRayosMx",Hootsuite Inc.,0,1
331,2020-10-17 01:02:05,@MichDiaz_ @BBVA_Mex Es una cosa absurda. Me tocó aceptarlo eventualmente en la de MX y la de CO con la huella u.u,Twitter Web App,0,0
332,2020-10-17 01:01:54,@GatoAmargad0 @ScotiaColpatria A mi padre que tiene 95 años en el BBVA entregó su tarjeta de crédito hace más de un año y le siguen cobrando cuotas de manejo. Y no ha sido posible cancelar la tarjeta. Son unos bandidos,Twitter for iPad,0,0
333,2020-10-17 01:01:30,"@Czer16567604 @esearielxD @SritaLoera @Soyfurrr Si, la de banco azteca es de las mejores. Pero para crédito y mejor BBVA, nunca vayas a Banorte ni Santander, asco!",Twitter for Android,0,0
334,2020-10-17 01:00:51,"Pago una docena de chorizos a quien me de un teléfono y me atienda de una el reputo BBVA con todos sus toquen, numerales y 0800 diseñados por un sovietico hdp",Twitter for Android,260,0
335,2020-10-17 01:00:00,"Hoy estamos ante la batalla más importante de nuestras vidas,  nuestros niños y adultos pelean contra el cáncer sin medicina y necesitan de todos nosotros.

Donativos
BBVA Bancomer 0110098078
Clabe: 012320001100980784
Campeones de la vida NR AC https://t.co/BiCYOGHFfz",TweetDeck,0,0
336,2020-10-17 00:59:34,"México tendrá nuevas tarjetas de BBVA, sin números ni CVV https://t.co/VlmBlAPeIT https://t.co/Q5B7yhUyKq",dlvr.it,0,0
337,2020-10-17 00:59:22,"@SpotifyMexico De hecho alguien uso mi TC para comprarles el spotify, cuidado con su plataforma de cobro, hoy reportó a BBVA.",Twitter for Android,0,0
338,2020-10-17 00:57:32,"El Segundo Round es por los niños de Puebla 
Meta: $450,0000 
Con lo recaudado se donará medicamento para los niños que  se atienden en el Hospital para el niño poblano.
Dona en : 0110098078 BBVA 
Clabe: 012320001100980784
Campeones de la vida NR AC 
Gracias #milagro https://t.co/U2IQob0ksF",Twitter for iPhone,2505,0
339,2020-10-17 00:57:29,"Pago una docena de chorizos a quien me de un teléfono y me atienda de una el reputo BBVA con todos sus toquen, numerales y 0800 diseñados por un sovietico hdp",Twitter for Android,260,0
340,2020-10-17 00:56:41,@BBVA_Mex No hay servicio via telefonica?,Twitter for Android,0,0
341,2020-10-17 00:56:40,"@andresfabian83 Hola Andres, gracias por escribirnos, queremos atender el inconveniente presentado, por favor amplíanos la información de tu requerimiento por Mensaje Directo. Estamos atentos. Un saludo.",Salesforce - Social Studio,0,0
342,2020-10-17 00:53:09,"Este tweet va para @BBVA_Mex y todas las instituciones, sin importar el servicio que ofrezcan. Es importante como empresa que al menos uno de sus empleados, si no es que todos, aprendan el lenguaje de señas, para que apoyen a personas con discapacidad auditiva y del habla.",Twitter for iPhone,0,2
